Date,Year,Pass,Site No.,FishNo,Species ,FinLength,Weight,ScaleAge,CapturedFloyTagNo,AppliedFloyTagNo,ActiveFloyTagNo,CapturedPITTagNo,AppliedPITTagNo,ActivePITTagNo,AgeMethod
10/15/2013,2013,3,L09,5,RB,312,365,2,,12474,12474,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L07,4,RB,265,244,1,,12845,12845,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L16,1,RB,357,451,2,,12137,12137,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L12,9,RB,368,562,3,,12478,12478,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,16,RB,215,127,1,,12599,12599,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L14,3,RB,211,139,1,,12215,12215,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L31,7,RB,188,91,1,,12578,12578,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L19,13,RB,109,10,0,,,,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L49,10,RB,278,282,1,,12715,12715,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L28,3,RB,334,394,2,,12504,12504,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L21,5,RB,226,134,1,,12820,12820,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L21,8,RB,250,177,1,,12823,12823,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L18,1,RB,288,284,2,,12532,12532,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L07,9,RB,196,67,1,,,,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L08,7,RB,341,425,2,,12469,12469,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,2,RB,403,713,4,,12226,12226,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L27,4,RB,366,421,3,,12568,12568,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,16,RB,180,80,1,,,,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L52,12,RB,124,27,0,,,,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L15,7,RB,292,303,2,,12857,12857,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L02,8,RB,156,41,1,,,,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L21,5,RB,238,170,1,,12162,12162,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L09,6,RB,113,13,0,,,,,9.85121E+14,9.85121E+14,SCA
10/19/2013,2013,4,L20,5,RB,228,131,1,,12746,12746,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L25,6,RB,255,,1,,12356,12356,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L18,2,RB,255,210,1,,12224,12224,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L22,5,RB,373,677,3,,12864,12864,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L26,7,RB,201,105,1,,12269,12269,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L35,9,RB,206,84,1,,12614,12614,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L50,12,RB,420,815,4,,12648,12648,,9.85121E+14,9.85121E+14,SCA
10/20/2013,2013,4,L22,8,RB,304,307,4,,12781,12781,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,5,RB,288,302,2,,12229,12229,,9.85121E+14,9.85121E+14,SCA
10/19/2013,2013,4,L04,3,RB,350,403,2,,12737,12737,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L35,5,RB,222,134,1,,12610,12610,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L19,6,RB,238,142,1,,12536,12536,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L20,9,RB,233,158,1,,12156,12156,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L02,5,RB,323,389,2,,12838,12838,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L50,6,RB,377,714,3,,12643,12643,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L50,7,RB,194,90,1,,,,,9.85121E+14,9.85121E+14,SCA
10/20/2013,2013,4,L19,4,RB,257,228,1,,12774,12774,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L20,7,RB,243,151,1,,12493,12493,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,9,RB,326,372,2,,12542,12542,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L16,8,RB,246,175,1,,12485,12485,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L50,9,RB,266,250,1,,12645,12645,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,14,RB,250,169,1,,12670,12670,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L51,4,RB,393,655,3,,12651,12651,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L11,13,RB,297,292,1,,12400,12400,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L27,12,RB,250,187,1,,12460,12460,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L23,14,RB,202,83,1,,12566,12566,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L05,1,RB,380,534,5,,12114,12114,9.85121E+14,,9.85121E+14,SCA
10/7/2013,2013,1,L16,6,RB,394,755,4,,12142,12142,9.85121E+14,,9.85121E+14,RA
10/7/2013,2013,1,L20,7,RB,374,507,3,,12154,12154,9.85121E+14,,9.85121E+14,RA
10/7/2013,2013,1,L21,1,RB,437,1094,6,,12158,12158,9.85121E+14,,9.85121E+14,RA
10/8/2013,2013,1,L07,10,CT,225,151,,,12194,12194,,,,
10/8/2013,2013,1,L10,1,RB,331,417,4,,12196,12196,9.85121E+14,,9.85121E+14,SCA
10/8/2013,2013,1,L19,8,RB,265,210,1,,12232,12232,9.85121E+14,,9.85121E+14,RA
10/8/2013,2013,1,L19,15,RB,257,191,1,,12239,12239,9.85121E+14,,9.85121E+14,RA
10/8/2013,2013,1,L22,10,RB,388,647,4,,12247,12247,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L01,2,RB,237,167,1,,12288,12288,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L12,4,RB,381,,3,,12312,12312,9.85121E+14,,9.85121E+14,RA
10/11/2013,2013,2,L16,9,RB,404,,4,,12327,12327,9.85121E+14,,9.85121E+14,SCA
10/11/2013,2013,2,L25,8,RB,326,,2,,12358,12358,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L10,1,RB,384,595,4,,12381,12381,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L19,8,RB,206,103,1,,12423,12423,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L08,10,RB,393,685,4,,12472,12472,9.85121E+14,,9.85121E+14,RA
10/15/2013,2013,3,L16,5,RB,333,437,2,,12482,12482,9.85121E+14,,9.85121E+14,SCA
10/15/2013,2013,3,L20,5,RB,416,667,7,,12491,12491,9.85121E+14,,9.85121E+14,SCA
10/17/2013,2013,0,L50,5,RB,364,526,3,,12642,12642,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L10,3,RB,380,531,3,,12764,12764,9.85121E+14,,9.85121E+14,RA
10/20/2013,2013,4,L23,3,RB,294,272,2,,12791,12791,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L09,3,RB,342,490,3,,12800,12800,9.85121E+14,,9.85121E+14,RA
10/23/2013,2013,5,L28,4,RB,317,409,2,,12832,12832,9.85121E+14,,9.85121E+14,RA
10/12/2013,2013,2,L23,14,RB,193,85,1,,,,9.85121E+14,,9.85121E+14,SCA
10/20/2013,2013,4,L19,8,RB,157,41,0,,,,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L22,14,RB,181,63,1,,,,9.85121E+14,,9.85121E+14,SCA
10/12/2013,2013,2,L23,15,SMB,207,149,,,,,,,,
10/15/2013,2013,3,L05,3,SMB,216,167,,,,,,,,
10/8/2013,2013,1,L02,12,SMB,219,167,,,,,,,,
10/11/2013,2013,2,L05,5,SMB,220,,,,,,,,,
10/15/2013,2013,3,L04,3,SMB,232,175,,,,,,,,
10/8/2013,2013,1,L06,6,SMB,241,236,,,,,,,,
10/7/2013,2013,1,L05,6,SMB,243,214,,,,,,,,
10/7/2013,2013,1,L05,7,SMB,244,254,,,,,,,,
10/12/2013,2013,2,L02,8,SMB,245,248,,,,,,,,
10/8/2013,2013,1,L02,15,SMB,246,284,,,,,,,,
10/12/2013,2013,2,L15,13,RBH,249,190,,,,,,,,
10/15/2013,2013,3,L05,2,SMB,252,269,,,,,,,,
10/16/2013,2013,3,L06,2,SMB,258,270,,,,,,,,
10/8/2013,2013,1,L02,14,SMB,261,316,,,,,,,,
10/8/2013,2013,1,L02,16,SMB,263,317,,,,,,,,
10/8/2013,2013,1,L02,13,SMB,268,311,,,,,,,,
10/23/2013,2013,5,L01,1,CT,269,248,,,,,,,,
10/12/2013,2013,2,L22,6,CT,270,233,,,,,,,,
10/8/2013,2013,1,L06,7,SMB,271,334,,,,,,,,
10/7/2013,2013,1,L01,13,CT,273,251,,,,,,,,
10/11/2013,2013,2,L24,2,CT,273,,,,,,,,,
10/19/2013,2013,4,L04,5,CT,302,333,,,,,,,,
10/11/2013,2013,2,L08,8,CT,320,,,,,,,,,
10/12/2013,2013,2,L02,3,RBH,323,358,,,,,,,,
10/15/2013,2013,3,L01,3,RBH,324,401,,,,,,,,
10/19/2013,2013,4,L05,2,RBH,325,445,,,,,,,,
10/19/2013,2013,4,L08,5,CT,329,373,,,,,,,,
10/12/2013,2013,2,L06,2,RBH,333,431,,,,,,,,
10/7/2013,2013,1,L01,12,RBH,337,432,,,,,,,,
10/16/2013,2013,3,L11,10,CT,350,458,,,,,,,,
10/8/2013,2013,1,L02,17,SMB,366,909,,,,,,,,
10/17/2013,2013,0,L47,3,BT,452,976,,,,,,,,
10/7/2013,2013,1,L04,3,SMB,470,1946,,,,,,,,
10/17/2013,2013,0,L47,2,BT,570,2123,,,,,,,,
10/17/2013,2013,0,L47,4,BT,594,1830,,,,,,,,
10/19/2013,2013,4,L20,8,BT,599,1993,,,,,,,,
