Date,Year,Pass,Site No.,FishNo,Species ,FinLength,Weight,ScaleAge,CapturedFloyTagNo,AppliedFloyTagNo,ActiveFloyTagNo,CapturedPITTagNo,AppliedPITTagNo,ActivePITTagNo,AgeMethod
10/18/2013,2013,0,L37,1,RB,347,377,3,,12681,12681,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,24,RB,216,133,1,,12605,12605,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L07,8,RB,233,141,1,,12517,12517,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L19,7,RB,246,173,1,,12777,12777,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L02,7,RB,255,174,1,,12372,12372,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L10,1,RB,256,195,1,,12846,12846,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L13,3,RB,425,807,4,,12744,12744,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L09,3,RB,245,,1,,12305,12305,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L10,3,RB,233,143,1,,12848,12848,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L22,6,RB,336,451,2,,12865,12865,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L01,8,RB,250,198,1,,12293,12293,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L15,9,RB,244,180,3,,12412,12412,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L13,5,RB,254,225,1,,12136,12136,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L02,6,RB,209,124,1,,12371,12371,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L11,12,RB,222,136,1,,12852,12852,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,15,RB,192,70,1,,,,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L12,7,RB,257,171,1,,12806,12806,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L01,4,RB,377,587,3,,12290,12290,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,2,RB,334,453,2,,12271,12271,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L12,6,RB,231,142,1,,12805,12805,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L28,3,RB,230,147,1,,12169,12169,,9.85121E+14,9.85121E+14,SCA
10/19/2013,2013,4,L21,9,RB,94,10,0,,,,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L37,10,RB,190,76,1,,,,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L34,19,RB,137,26,0,,,,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L19,19,RB,103,13,0,,,,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L22,13,RB,432,863,6,,12433,12433,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L24,2,RB,357,474,3,,12501,12501,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L02,8,RB,261,199,1,,12178,12178,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L19,12,RB,127,16,0,,,,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L35,1,RB,202,100,1,,12606,12606,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,21,RB,219,127,1,,12255,12255,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,12,RB,240,179,1,,12281,12281,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L37,8,RB,222,125,1,,12688,12688,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,13,RB,261,220,1,,12596,12596,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L27,1,RB,304,347,2,,12270,12270,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L11,16,RB,237,175,1,,12403,12403,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,7,RB,438,847,4,,12427,12427,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L01,8,RB,235,147,1,,12108,12108,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L06,2,RB,242,177,1,,12842,12842,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,19,RB,228,129,1,,12552,12552,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L09,4,RB,241,181,1,,12742,12742,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L16,7,RB,228,148,1,,12812,12812,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,14,RB,249,203,1,,12597,12597,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L08,5,RB,392,668,3,,12123,12123,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L49,8,RB,355,542,2,,12713,12713,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L14,4,RB,243,180,1,,12530,12530,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,13,RB,264,212,1,,12237,12237,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L02,1,RB,213,115,1,,12171,12171,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L16,11,RB,224,,1,,12329,12329,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L27,8,RB,263,221,1,,12456,12456,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L13,4,RB,220,125,1,,12135,12135,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L28,3,RB,342,,2,,12359,12359,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L06,6,RB,110,16,0,,,,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L49,18,RB,283,337,2,,12723,12723,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,1,RB,347,435,3,,12240,12240,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L17,3,RB,241,154,3,,12814,12814,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,4,RB,272,255,1,,12537,12537,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L20,1,RB,223,142,1,,12148,12148,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L12,5,RB,258,223,1,,12130,12130,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L11,9,RB,355,543,2,,12849,12849,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,18,RB,238,144,1,,12437,12437,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L07,4,RB,243,199,1,,12761,12761,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L11,2,RB,343,471,3,,12522,12522,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L15,3,RB,399,697,3,,12771,12771,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L12,1,RB,247,171,1,,12126,12126,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L38,2,RB,234,147,1,,12616,12616,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L20,12,RB,233,,1,,12341,12341,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L02,6,RB,225,157,1,,12176,12176,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L11,2,RB,241,166,1,,12206,12206,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,3,RB,258,233,1,,12227,12227,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,9,RB,240,166,1,,12233,12233,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L27,9,RB,219,126,1,,12573,12573,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,11,RB,243,205,1,,12235,12235,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L02,2,RB,397,731,3,,12835,12835,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,17,RB,227,156,1,,12252,12252,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L27,15,RB,208,111,1,,12284,12284,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L48,8,RB,101,12,0,,,,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L16,8,RB,200,106,1,,12144,12144,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L26,1,RB,405,725,4,,12263,12263,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L25,4,RB,253,190,1,,12827,12827,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L23,10,RB,185,57,0,,,,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L10,6,RB,249,185,1,,12521,12521,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L02,6,RB,264,221,1,,12839,12839,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,18,RB,104,16,0,,,,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,14,RB,366,598,2,,12283,12283,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,11,RB,210,111,1,,12280,12280,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L20,7,RB,311,,2,,12336,12336,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L23,9,RB,242,156,1,,12262,12262,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L19,3,RB,250,193,1,,12533,12533,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L10,4,RB,254,187,1,,12382,12382,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L17,1,RB,240,151,1,,12490,12490,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L07,4,RB,313,359,2,,12378,12378,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L31,3,RB,396,711,3,,12574,12574,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L02,2,RB,213,106,1,,12172,12172,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L22,16,RB,200,79,1,,12435,12435,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L12,3,RB,339,441,2,,12802,12802,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L27,6,RB,198,78,1,,,,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,9,RB,361,509,3,,12623,12623,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L09,2,RB,299,,2,,12304,12304,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L20,8,RB,260,194,1,,12494,12494,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L12,13,RB,237,,1,,12321,12321,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L23,5,RB,373,509,3,,12558,12558,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L11,4,RB,386,504,3,,12524,12524,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L34,22,RB,219,117,1,,12603,12603,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,5,RB,313,342,2,,12538,12538,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L15,15,RB,236,177,1,,12417,12417,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L28,1,RB,408,970,4,,12753,12753,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L16,7,RB,251,185,1,,12143,12143,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L06,1,RB,246,153,1,,12373,12373,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L19,6,RB,238,155,1,,12776,12776,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L15,14,RB,227,146,1,,12416,12416,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L07,5,RB,364,460,3,,12189,12189,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L34,9,RB,222,130,1,,12592,12592,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L07,5,RB,373,657,4,,12514,12514,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,8,RB,298,305,2,,12277,12277,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L27,9,RB,243,168,1,,12457,12457,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L21,3,RB,385,717,4,,12818,12818,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L22,15,RB,229,,1,,12788,12788,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L31,5,RB,372,561,3,,12576,12576,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L11,13,RB,217,119,1,,12853,12853,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L10,5,RB,281,258,1,,12520,12520,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L28,11,RB,281,,2,,12367,12367,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L45,4,RB,238,175,1,,12698,12698,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L27,8,RB,219,127,1,,12572,12572,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L12,4,RB,354,498,3,,12803,12803,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L49,11,RB,378,621,3,,12716,12716,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,10,RB,212,116,1,,12624,12624,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L12,6,RB,255,204,1,,12131,12131,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L33,4,RB,355,452,2,,12660,12660,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L27,16,RB,242,181,3,,12285,12285,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,1,RB,383,654,3,,12225,12225,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L31,8,RB,234,170,1,,12579,12579,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L15,12,RB,219,113,1,,12415,12415,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L24,1,RB,241,,1,,12349,12349,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L14,3,RB,213,106,1,,12770,12770,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L25,1,RB,360,525,3,,12165,12165,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L27,2,RB,196,92,1,,,,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L52,1,RB,395,756,3,,12725,12725,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L22,9,RB,246,171,1,,12782,12782,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,1,RB,225,224,1,,12615,12615,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L15,6,RB,368,543,3,,12856,12856,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L21,9,RB,232,154,1,,12500,12500,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L02,2,RB,357,547,3,,12368,12368,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L26,6,RB,265,221,1,,12268,12268,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L22,10,RB,257,188,1,,12783,12783,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L49,3,RB,346,560,3,,12708,12708,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L11,6,RB,303,315,2,,12210,12210,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L02,4,RB,400,627,4,,12369,12369,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L16,10,RB,210,119,1,,12487,12487,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L21,4,RB,314,357,2,,12748,12748,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L52,7,RB,365,633,3,,12731,12731,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L15,2,RB,258,171,1,,12531,12531,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,21,RB,285,229,1,,12440,12440,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L23,4,RB,322,357,2,,12259,12259,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L33,8,RB,294,299,2,,12664,12664,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L09,5,RB,221,,1,,12307,12307,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L51,5,RB,137,34,0,,,,,9.85121E+14,9.85121E+14,SCA
10/20/2013,2013,4,L22,7,RB,380,596,2,,12780,12780,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L04,1,RB,242,165,1,,12112,12112,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L02,7,RB,243,161,1,,12840,12840,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L23,3,RB,386,667,3,,12444,12444,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L36,8,RB,213,159,1,,12676,12676,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L02,5,RB,230,172,1,,12511,12511,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L26,5,RB,249,195,1,,12267,12267,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L19,5,RB,234,161,1,,12775,12775,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L23,1,RB,205,107,1,,12257,12257,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L14,2,RB,253,183,1,,12214,12214,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L16,6,RB,216,132,1,,12811,12811,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L08,2,RB,357,504,2,,12739,12739,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,8,RB,411,867,6,,12591,12591,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,3,RB,366,505,3,,12659,12659,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L05,2,RB,365,579,3,,12115,12115,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L06,4,RB,268,232,1,,12184,12184,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L10,3,RB,258,213,1,,12518,12518,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L20,2,RB,389,,4,,12331,12331,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L12,2,RB,232,148,1,,12127,12127,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L21,4,RB,221,139,1,,12495,12495,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L01,7,RB,345,479,3,,12292,12292,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L11,7,RB,243,179,,,12527,12527,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L11,4,RB,322,440,2,,12208,12208,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L48,9,RB,106,14,0,,,,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L23,2,RB,310,328,2,,12443,12443,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L20,5,RB,252,190,1,,12815,12815,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L08,9,RB,258,211,1,,12471,12471,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L11,11,RB,230,140,1,,12851,12851,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,10,RB,245,183,1,,12593,12593,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L20,8,RB,257,189,1,,12155,12155,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L19,5,RB,360,501,2,,12420,12420,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,3,RB,206,104,1,,12617,12617,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L23,10,RB,121,26,0,,,,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L11,9,RB,243,183,1,,12396,12396,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L06,3,RB,266,219,1,,12374,12374,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L11,14,RB,250,210,1,,12401,12401,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L37,12,RB,97,11,0,,,,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L16,4,RB,241,185,1,,12809,12809,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L11,12,RB,257,220,1,,12399,12399,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L16,13,RB,137,,0,,,,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L11,3,RB,334,433,2,,12523,12523,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L20,9,RB,280,,2,,12338,12338,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L11,8,RB,222,127,1,,12528,12528,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L37,5,RB,301,306,2,,12685,12685,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L15,5,RB,228,141,1,,12220,12220,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,17,RB,229,117,1,,12550,12550,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L11,7,RB,236,151,1,,12211,12211,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L27,10,RB,216,129,1,,12279,12279,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L11,1,RB,232,161,1,,12205,12205,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,16,RB,221,101,1,,12549,12549,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L42,1,RB,326,460,2,,12628,12628,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L12,8,RB,262,,1,,12316,12316,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,18,RB,211,97,1,,12551,12551,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,22,RB,260,212,1,,12441,12441,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L21,10,RB,154,39,0,,,,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L21,4,RB,217,,1,,12344,12344,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L01,6,RB,249,191,1,,12106,12106,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L25,2,RB,223,126,1,,12502,12502,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L49,13,RB,357,599,2,,12718,12718,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L02,2,RB,343,465,2,,12756,12756,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L21,3,RB,221,115,1,,12160,12160,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L21,6,RB,207,95,1,,12821,12821,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L28,5,RB,228,145,1,,12833,12833,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L20,3,RB,247,173,1,,12150,12150,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L08,5,RB,238,,1,,12301,12301,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L01,4,RB,238,179,1,,12104,12104,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L28,4,RB,374,605,3,,12505,12505,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L27,5,RB,257,222,1,,12874,12874,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,15,RB,350,479,2,,12434,12434,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,4,RB,227,153,1,,12273,12273,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L23,1,RB,314,393,2,,12870,12870,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L31,10,RB,287,273,2,,12581,12581,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L07,3,RB,268,239,1,,12760,12760,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L47,1,RB,304,325,2,,12639,12639,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L37,4,RB,304,336,2,,12684,12684,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L19,10,RB,255,204,1,,12425,12425,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L48,2,RB,326,451,2,,12702,12702,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L36,9,RB,216,151,1,,12677,12677,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,7,RB,234,167,,,12231,12231,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L06,1,RB,251,161,1,,12513,12513,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L12,11,RB,366,,3,,12319,12319,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L35,6,RB,346,421,3,,12611,12611,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L27,5,RB,234,139,1,,12569,12569,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L23,8,RB,270,235,1,,12561,12561,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,6,RB,223,124,1,,12589,12589,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L28,2,RB,270,216,1,,12168,12168,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L13,3,RB,392,590,3,,12480,12480,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L19,16,RB,183,79,1,,,,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L15,10,RB,249,175,1,,12413,12413,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L18,1,RB,371,605,4,,12223,12223,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L11,6,RB,246,161,1,,12526,12526,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L28,7,RB,249,159,1,,12508,12508,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,7,RB,217,147,1,,12621,12621,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L16,5,RB,239,174,1,,12810,12810,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L25,5,RB,333,397,2,,12828,12828,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L27,10,RB,242,154,1,,12458,12458,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L44,1,RB,241,165,1,,12694,12694,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,6,RB,282,288,1,,12230,12230,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L15,4,RB,382,704,3,,12407,12407,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L07,6,RB,273,229,1,,12515,12515,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L22,7,RB,382,515,4,,12540,12540,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L07,3,RB,220,135,1,,12187,12187,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,2,RB,386,795,4,,12658,12658,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L08,2,RB,351,,2,,12298,12298,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L25,7,RB,217,,1,,12357,12357,,9.85121E+14,9.85121E+14,RA
